sport_id,label,direct_med_dist,via_stop_dist,nearest_stop_dist
2721744278.0,red,,,
2721744343.0,green,101.24817680343655,,
2721744353.0,red,,,
2721744359.0,red,,,
2721744360.0,red,,,
2721744468.0,red,,,
2721744584.0,red,,,
2721744597.0,red,,,
2721744613.0,red,,,
2721744623.0,red,,,
2721744629.0,red,,,
2721744639.0,red,,,
2721744687.0,red,,,
2721744693.0,red,,,
2721744698.0,red,,,
2721744720.0,red,,,
2721744728.0,red,,,
2721744731.0,red,,,
2721744740.0,red,,,
2721744768.0,red,,,
2721744775.0,red,,,
2721744789.0,red,,,
2721744795.0,red,,,
2721744829.0,red,,,
2721744835.0,red,,,
2721744839.0,red,,,
2721744847.0,red,,,
2721744883.0,red,,,
2721744894.0,red,,,
2721744898.0,red,,,
2721744903.0,red,,,
2721744913.0,red,,,
2721744923.0,red,,,
2721744928.0,red,,,
2721744959.0,red,,,
2721744976.0,red,,,
2721744988.0,red,,,
2721744996.0,red,,,
2721745013.0,red,,,
2721745030.0,red,,,
2721745034.0,red,,,
2721745040.0,red,,,
2721745058.0,red,,,
2721745065.0,red,,,
2721745071.0,red,,,
2721745088.0,red,,,
2721745094.0,red,,,
2721745111.0,red,,,
2721745129.0,red,,,
2721745151.0,red,,,
2721745158.0,red,,,
2721745164.0,red,,,
2721745181.0,yellow,,818.6700670792166,187.41570411103996
2721745187.0,red,,,
2721745214.0,red,,,
2721745220.0,red,,,
2721745229.0,red,,,
2721745242.0,red,,,
2721745244.0,red,,,
2721745247.0,red,,,
2721745273.0,red,,,
2721745288.0,red,,,
2721745311.0,red,,,
2721745331.0,red,,,
2721745334.0,red,,,
2721745336.0,red,,,
2721745351.0,red,,,
2721745356.0,red,,,
2721745379.0,red,,,
2721745389.0,red,,,
2721745429.0,red,,,
2721745435.0,red,,,
2721745459.0,red,,,
2721745464.0,red,,,
2721745469.0,red,,,
2721745472.0,red,,,
2721745480.0,red,,,
2721745485.0,red,,,
2721745510.0,red,,,
2721745515.0,red,,,
2721745520.0,red,,,
2721745541.0,red,,,
2721745567.0,red,,,
2721745597.0,red,,,
2721745623.0,red,,,
2721745643.0,red,,,
2721745648.0,green,245.18281814515274,,
2721745657.0,red,,,
2721745667.0,red,,,
2721745677.0,red,,,
2721745698.0,green,246.0829157436388,,
2721745713.0,red,,,
2721745718.0,red,,,
2721745733.0,red,,,
2721745742.0,red,,2481.885988574262,220.8386472329282
2721745743.0,red,,,
2721745754.0,red,,,
2721745779.0,red,,,
2721745784.0,red,,,
2721745789.0,red,,,
2721745795.0,red,,,
2721745811.0,red,,,
2721745875.0,red,,,
2721745916.0,red,,,
2721745931.0,red,,,
2721745947.0,red,,,
2721745959.0,red,,,
2721745983.0,red,,,
2721746031.0,red,,,
2721746042.0,red,,,
2721746048.0,red,,,
2721746053.0,red,,,
2721746064.0,red,,,
2721746069.0,red,,,
2721746074.0,red,,,
2721746084.0,red,,,
2721746095.0,red,,,
2721746104.0,red,,,
2721746109.0,red,,,
2721746140.0,red,,,
2721746160.0,red,,,
2721746167.0,red,,,
2721746168.0,red,,,
2721746169.0,red,,,
2721746183.0,red,,,
2721746224.0,red,,,
2721746233.0,red,,,
2721746236.0,red,,,
2721746240.0,red,,,
2721746244.0,red,,,
2721746254.0,red,,,
2721746259.0,red,,,
2721746284.0,red,,,
2721746290.0,green,210.02174623132765,,
2721746322.0,red,,,
2721746328.0,red,,,
2721746369.0,red,,,
2721746405.0,red,,,
2721746466.0,red,,,
2721746502.0,red,,,
2721746519.0,red,,,
2721746528.0,red,,,
2721746532.0,red,,,
2721746570.0,red,,,
2721746577.0,red,,,
2721746598.0,red,,,
2721746603.0,red,,,
2721746608.0,red,,,
2721746623.0,red,,,
2721746628.0,red,,,
2721746641.0,red,,,
2721746656.0,red,,,
2721747599.0,red,,,
2721747654.0,red,,,
2721747670.0,red,,,
2721747674.0,red,,,
2721747679.0,red,,,
2721747684.0,red,,,
2721747709.0,red,,,
2721747714.0,red,,,
2721747730.0,red,,,
2721747758.0,red,,,
2721747810.0,red,,,
2721747863.0,red,,,
2721747871.0,red,,,
2721747884.0,red,,,
2721747888.0,red,,,
2721747902.0,red,,,
2721747908.0,red,,,
2721747918.0,red,,,
2721747931.0,red,,,
2721747952.0,red,,,
2721747961.0,red,,,
2721747976.0,red,,,
2721747982.0,red,,,
2721747988.0,red,,,
2721747993.0,red,,,
2721748010.0,red,,,
2721748021.0,red,,,
2721748029.0,red,,,
2721748031.0,red,,,
2721748064.0,red,,,
2721748094.0,green,222.13057892850384,,
2721748105.0,red,,,
2721748121.0,red,,,
2721748158.0,red,,,
2721748171.0,red,,,
2721748186.0,red,,,
2721748190.0,red,,,
2721748213.0,red,,,
2721748236.0,red,,,
2721748246.0,red,,,
2721748252.0,red,,,
2721748284.0,red,,,
2721748322.0,red,,,
2721748327.0,red,,,
2721748328.0,red,,,
2721748329.0,red,,,
2721748331.0,red,,,
2721748337.0,red,,,
2721748357.0,red,,,
2721748367.0,red,,,
2721748376.0,red,,,
2721748411.0,red,,,
2721748437.0,red,,,
2721748442.0,red,,,
2721748454.0,red,,,
2721748464.0,red,,,
2721748470.0,red,,,
2721748602.0,red,,,
2721748614.0,red,,,
2721748629.0,red,,,
2721748659.0,red,,,
2721748684.0,red,,,
2721748696.0,red,,,
2721748699.0,red,,,
2721748703.0,red,,,
2721748708.0,red,,,
2721748712.0,red,,,
2721748717.0,red,,,
2721748720.0,red,,,
2721748732.0,red,,,
2721748736.0,red,,,
2721748737.0,red,,,
2721748740.0,red,,,
2721748745.0,red,,,
2721748767.0,red,,,
2721748773.0,red,,,
2721748805.0,red,,,
2721748811.0,red,,,
2721748846.0,red,,,
2721748875.0,red,,,
2721748939.0,red,,,
2721748945.0,red,,,
2721748963.0,red,,,
2721748975.0,red,,,
2721748982.0,red,,,
2721749031.0,red,,,
2721749083.0,red,,,
2721749101.0,red,,,
2721749112.0,red,,,
2721749168.0,red,,,
2721749230.0,red,,,
2721749236.0,red,,,
2721749247.0,red,,,
2721749251.0,red,,,
2721749261.0,red,,,
2721749264.0,red,,,
2721749265.0,red,,,
2721749267.0,red,,,
2721749303.0,red,,,
2721749379.0,red,,,
2721749402.0,green,75.4792287739974,,
2721749410.0,red,,,
2721749424.0,red,,,
2721749444.0,red,,,
2721749458.0,red,,,
2721749517.0,red,,,
2721749536.0,red,,,
2721749561.0,red,,,
2721749590.0,red,,,
2721749600.0,red,,,
2721749614.0,red,,1123.8944305186023,145.42310959912487
2721749619.0,red,,,
2721749631.0,red,,,
2721749649.0,red,,,
2721749653.0,red,,,
2721749658.0,red,,,
2721749670.0,red,,,
2721749692.0,red,,,
2721749715.0,green,122.37285639410625,,
2721749792.0,red,,,
2721749805.0,red,,,
2721749811.0,red,,,
2721749858.0,red,,,
2721749877.0,red,,,
2721749880.0,red,,,
2721750592.0,red,,,
2721750710.0,red,,,
2721750714.0,red,,,
2721750718.0,red,,,
2721750725.0,red,,,
2721750743.0,red,,,
2721750777.0,red,,,
2721750800.0,red,,,
2721750806.0,red,,,
2721750842.0,red,,,
2721750852.0,red,,,
2721750854.0,red,,,
2721750856.0,red,,,
2721750860.0,red,,,
2721750867.0,red,,,
2721750872.0,red,,,
2721750896.0,red,,,
2721750906.0,red,,,
2721750915.0,red,,,
2721750925.0,green,246.2341624511605,,
2721750957.0,red,,,
2721750960.0,red,,,
2721750966.0,red,,,
2721750985.0,red,,,
2721750995.0,green,208.34266876750794,,
2721751008.0,red,,,
2721751030.0,red,,,
2721751069.0,red,,,
2721751086.0,red,,,
2721751098.0,red,,,
2721751121.0,red,,,
2721751140.0,red,,,
2721751144.0,red,,,
2721751146.0,red,,,
2721751148.0,red,,,
2721751156.0,red,,,
2721751183.0,red,,,
2721751189.0,red,,,
2721751199.0,red,,,
2721751204.0,red,,,
2721751209.0,red,,,
2721751272.0,red,,,
2721751287.0,red,,,
2721751327.0,red,,,
2721751339.0,red,,,
2721751342.0,red,,,
2721751362.0,red,,,
2721751373.0,red,,,
2721751379.0,red,,,
2721751393.0,red,,,
2721751398.0,red,,,
2721751416.0,red,,,
2721751468.0,red,,,
2721751473.0,red,,,
2721751479.0,red,,,
2721751480.0,red,,,
2721751483.0,red,,,
2721751488.0,red,,,
2721751490.0,green,130.461768223035,,
2721751491.0,red,,,
2721751501.0,red,,,
2721751513.0,red,,,
2721751523.0,red,,,
2721751527.0,red,,,
2721751533.0,red,,,
2721751563.0,red,,,
2721751569.0,red,,,
2721751583.0,red,,,
2721751588.0,red,,,
2721751593.0,red,,,
2721751624.0,red,,,
2721751626.0,red,,,
2721751629.0,red,,,
2721751650.0,red,,,
2721751660.0,red,,,
2721751674.0,red,,,
2721751682.0,red,,,
2721751687.0,red,,,
2721751691.0,red,,,
2721751738.0,red,,,
2721751752.0,red,,,
2721751765.0,red,,,
2721751766.0,red,,,
2721751768.0,red,,,
2721751773.0,red,,,
2721751775.0,red,,,
2721751783.0,red,,1987.8265308414605,231.04292147673436
2721751789.0,red,,,
2721751848.0,red,,,
2721751863.0,red,,,
2721751867.0,red,,,
2721751884.0,red,,,
2721751889.0,red,,,
2721751899.0,red,,,
2721751907.0,red,,,
2721751912.0,red,,,
2721751916.0,red,,,
2721751945.0,red,,,
2721751950.0,red,,,
2721751967.0,red,,,
2721751972.0,red,,,
2721752002.0,red,,,
2721752010.0,red,,,
2721752025.0,red,,,
2721752055.0,red,,,
2721752060.0,red,,,
2721752061.0,red,,,
2721752065.0,red,,,
2721752066.0,red,,,
2721752090.0,red,,,
2721752129.0,red,,,
2721752134.0,red,,,
2721752153.0,red,,,
2721752159.0,red,,,
2721752168.0,red,,,
2721752172.0,red,,,
2721752178.0,red,,,
2721752181.0,red,,,
2721752197.0,red,,,
2721752198.0,red,,,
2721752202.0,red,,,
2721752205.0,red,,,
2721752231.0,red,,,
2721752235.0,red,,,
2721752238.0,red,,,
2721752240.0,red,,,
2721752248.0,red,,,
2721752256.0,red,,,
2721752279.0,red,,,
2721752298.0,red,,,
2721752349.0,red,,,
2721752379.0,red,,,
2721752390.0,red,,,
2721752396.0,red,,,
2721752401.0,red,,,
2721752418.0,red,,,
2721752436.0,red,,,
2721752447.0,red,,,
2721752456.0,red,,,
2721752472.0,red,,,
2721752519.0,red,,,
2721752523.0,red,,,
2721752533.0,red,,,
2721752538.0,red,,,
2721752545.0,red,,,
2721752591.0,red,,,
2721752617.0,red,,,
2721752627.0,red,,,
2721752643.0,red,,,
2721752653.0,red,,,
2721752663.0,red,,,
2721752669.0,red,,,
2721752673.0,red,,,
2721752678.0,red,,,
2721752686.0,red,,,
2721752775.0,red,,,
2721752825.0,red,,,
2721752834.0,red,,,
2721752846.0,red,,,
2721752855.0,red,,,
2721752881.0,red,,,
2721752891.0,red,,,
2721752919.0,red,,,
2721752934.0,red,,,
2721753259.0,red,,,
2721753264.0,red,,,
2721753278.0,red,,,
2721753307.0,red,,,
2721753571.0,red,,,
2721753593.0,red,,,
2721753598.0,red,,,
2721753600.0,red,,,
2721753698.0,red,,,
